Time,Temperature,Rain,Humidity,WindDirection,WindPower
2018-04-05 00:00:00,11,0.0,89,5,1
2018-04-05 01:00:00,11,0.0,90,6,1
2018-04-05 02:00:00,11,0.0,90,5,2
2018-04-05 03:00:00,11,0.0,92,7,1
2018-04-05 04:00:00,10,0.0,93,7,1
2018-04-05 05:00:00,10,0.0,94,0,1
2018-04-05 06:00:00,10,0.0,94,0,1
2018-04-05 07:00:00,11,0.0,94,0,1
2018-04-05 08:00:00,11,0.0,91,1,1
2018-04-05 09:00:00,13,0.0,88,7,1
2018-04-05 10:00:00,13,0.0,83,7,2
2018-04-05 11:00:00,13,0.0,82,6,2
2018-04-05 12:00:00,13,0.0,84,6,2
2018-04-05 13:00:00,13,0.0,86,6,1
2018-04-05 14:00:00,12,null,90,7,1
2018-04-05 15:00:00,12,0.4,93,7,1
2018-04-05 16:00:00,12,3.3,96,7,1
2018-04-05 17:00:00,11,2.1,95,7,1
2018-04-05 18:00:00,11,0.0,92,5,2
2018-04-05 19:00:00,9,1.4,92,5,2
2018-04-05 20:00:00,9,4.4,94,6,1
2018-04-05 21:00:00,8,5.1,95,6,2
2018-04-05 22:00:00,8,0.6,91,6,1
2018-04-05 23:00:00,8,0.8,91,4,2
2018-04-06 00:00:00,7,1.4,94,4,2
