ID,DepID,DepCode,EnterpriseID,Consumption,LastTestTime
41448381,10,1008,2,3.04,2018/8/21 3:59
41448952,10,1008,2,3.04,2018/8/21 4:59
41449523,10,1008,2,3.18,2018/8/21 5:59
41450094,10,1008,2,3.1,2018/8/21 6:59
41450665,10,1008,2,4.04,2018/8/21 7:59
41451236,10,1008,2,5.81,2018/8/21 8:59
41451807,10,1008,2,5.82,2018/8/21 9:59
41452378,10,1008,2,5.72,2018/8/21 10:59
41452949,10,1008,2,5.77,2018/8/21 11:59
41453520,10,1008,2,5.19,2018/8/21 12:59
41454091,10,1008,2,5.07,2018/8/21 13:59
41454662,10,1008,2,6.01,2018/8/21 14:59
41455233,10,1008,2,6.11,2018/8/21 15:59
41455804,10,1008,2,5.46,2018/8/21 16:59
41456375,10,1008,2,4.8,2018/8/21 17:59
41456946,10,1008,2,4.68,2018/8/21 18:59
41457517,10,1008,2,4.62,2018/8/21 19:59
41458088,10,1008,2,4.27,2018/8/21 20:59
41458659,10,1008,2,4.98,2018/8/21 21:59
41459230,10,1008,2,3.33,2018/8/21 22:59
41459801,10,1008,2,3.18,2018/8/21 23:59
41460372,10,1008,2,3,2018/8/22 0:59
41460943,10,1008,2,3,2018/8/22 1:59
41461514,10,1008,2,3.06,2018/8/22 2:59
41462085,10,1008,2,2.94,2018/8/22 3:59
41462656,10,1008,2,3.08,2018/8/22 4:59
41463227,10,1008,2,3.01,2018/8/22 5:59
41463798,10,1008,2,3.54,2018/8/22 6:59
41464369,10,1008,2,4.69,2018/8/22 7:59
41464940,10,1008,2,5.1,2018/8/22 8:59
41465511,10,1008,2,5.31,2018/8/22 9:59
41466082,10,1008,2,4.98,2018/8/22 10:59
41466653,10,1008,2,4.86,2018/8/22 11:59
41467224,10,1008,2,4.76,2018/8/22 12:59
41467795,10,1008,2,5.74,2018/8/22 13:59
41468366,10,1008,2,5.51,2018/8/22 14:59
41468937,10,1008,2,5.54,2018/8/22 15:59
41469508,10,1008,2,5.41,2018/8/22 16:59
41470079,10,1008,2,5.92,2018/8/22 17:59
41470650,10,1008,2,4.9,2018/8/22 18:59
41471221,10,1008,2,4.85,2018/8/22 19:59
41471792,10,1008,2,5.08,2018/8/22 20:59
41472363,10,1008,2,4.92,2018/8/22 21:59
41472934,10,1008,2,3.24,2018/8/22 22:59
41473505,10,1008,2,3.08,2018/8/22 23:59
41474076,10,1008,2,3.05,2018/8/23 0:59
41474647,10,1008,2,3.14,2018/8/23 1:59
41475218,10,1008,2,3.12,2018/8/23 2:59
41475789,10,1008,2,3.12,2018/8/23 3:59
41476360,10,1008,2,3.21,2018/8/23 4:59
41476931,10,1008,2,3.22,2018/8/23 5:59
41477502,10,1008,2,3.14,2018/8/23 6:59
41478073,10,1008,2,5.57,2018/8/23 7:59
41478644,10,1008,2,5.62,2018/8/23 8:59
41479215,10,1008,2,6.43,2018/8/23 9:59
41479786,10,1008,2,6.32,2018/8/23 10:59
41480357,10,1008,2,5.41,2018/8/23 11:59
41480928,10,1008,2,5.84,2018/8/23 12:59
41481499,10,1008,2,5.82,2018/8/23 13:59
41482070,10,1008,2,6.14,2018/8/23 14:59
41482641,10,1008,2,6.21,2018/8/23 15:59
41483212,10,1008,2,5.82,2018/8/23 16:59
41483783,10,1008,2,5.34,2018/8/23 17:59
41484354,10,1008,2,5.52,2018/8/23 18:59
41484925,10,1008,2,5.56,2018/8/23 19:59
41485496,10,1008,2,5.08,2018/8/23 20:59
41486067,10,1008,2,4.33,2018/8/23 21:59
41486638,10,1008,2,3.01,2018/8/23 22:59
41487209,10,1008,2,3.13,2018/8/23 23:59
41487780,10,1008,2,3.02,2018/8/24 0:59
41488351,10,1008,2,3.08,2018/8/24 1:59
41488922,10,1008,2,3.08,2018/8/24 2:59
41489493,10,1008,2,2.9,2018/8/24 3:59
41490064,10,1008,2,2.94,2018/8/24 4:59
41490635,10,1008,2,3.11,2018/8/24 5:59
41491206,10,1008,2,4.77,2018/8/24 6:59
41491777,10,1008,2,4.13,2018/8/24 7:59
41492348,10,1008,2,5.35,2018/8/24 8:59
41492919,10,1008,2,5.65,2018/8/24 9:59
41493490,10,1008,2,5.6,2018/8/24 10:59
41494061,10,1008,2,6.2,2018/8/24 11:59
41494632,10,1008,2,5.02,2018/8/24 12:59
41495203,10,1008,2,5.11,2018/8/24 13:59
41495774,10,1008,2,5.84,2018/8/24 14:59
41496345,10,1008,2,5.49,2018/8/24 15:59
41496916,10,1008,2,5.11,2018/8/24 16:59
41497487,10,1008,2,4.31,2018/8/24 17:59
41498058,10,1008,2,5.83,2018/8/24 18:59
41498629,10,1008,2,4.84,2018/8/24 19:59
41499200,10,1008,2,4.38,2018/8/24 20:59
41499771,10,1008,2,5.37,2018/8/24 21:59
41500342,10,1008,2,3.35,2018/8/24 22:59
41500913,10,1008,2,3.07,2018/8/24 23:59
41501484,10,1008,2,2.89,2018/8/25 0:59
41502055,10,1008,2,2.86,2018/8/25 1:59
41502626,10,1008,2,2.92,2018/8/25 2:59
41503197,10,1008,2,2.91,2018/8/25 3:59
41503768,10,1008,2,2.95,2018/8/25 4:59
41504339,10,1008,2,3.6,2018/8/25 5:59
41504910,10,1008,2,2.94,2018/8/25 6:59
41505481,10,1008,2,3.62,2018/8/25 7:59
41506052,10,1008,2,4.13,2018/8/25 8:59
41506623,10,1008,2,6.03,2018/8/25 9:59
41507194,10,1008,2,5.92,2018/8/25 10:59
41507765,10,1008,2,5.23,2018/8/25 11:59
41508336,10,1008,2,4.87,2018/8/25 12:59
41508907,10,1008,2,4.56,2018/8/25 13:59
41509478,10,1008,2,5.65,2018/8/25 14:59
41510049,10,1008,2,5.27,2018/8/25 15:59
41510620,10,1008,2,4.96,2018/8/25 16:59
41511191,10,1008,2,4.91,2018/8/25 17:59
41511762,10,1008,2,4.36,2018/8/25 18:59
41512333,10,1008,2,4.22,2018/8/25 19:59
41512904,10,1008,2,3.68,2018/8/25 20:59
41513475,10,1008,2,4.08,2018/8/25 21:59
41514046,10,1008,2,2.69,2018/8/25 22:59
41514617,10,1008,2,2.5,2018/8/25 23:59
41515188,10,1008,2,2.48,2018/8/26 0:59
41515759,10,1008,2,2.42,2018/8/26 1:59
41516330,10,1008,2,2.52,2018/8/26 2:59
41516901,10,1008,2,2.39,2018/8/26 3:59
41517472,10,1008,2,2.46,2018/8/26 4:59
41518043,10,1008,2,2.44,2018/8/26 5:59
41518614,10,1008,2,2.51,2018/8/26 6:59
41519185,10,1008,2,3.6,2018/8/26 7:59
41519756,10,1008,2,4.03,2018/8/26 8:59
41520327,10,1008,2,5.24,2018/8/26 9:59
41520898,10,1008,2,4.6,2018/8/26 10:59
41521469,10,1008,2,4.87,2018/8/26 11:59
41522040,10,1008,2,5.79,2018/8/26 12:59
41522611,10,1008,2,6.2,2018/8/26 13:59
41523182,10,1008,2,6.2,2018/8/26 14:59
41523753,10,1008,2,5.87,2018/8/26 15:59
41524324,10,1008,2,6.12,2018/8/26 16:59
41524895,10,1008,2,4.6,2018/8/26 17:59
41525466,10,1008,2,3.98,2018/8/26 18:59
41526037,10,1008,2,4.21,2018/8/26 19:59
41526608,10,1008,2,3.54,2018/8/26 20:59
41527179,10,1008,2,3.97,2018/8/26 21:59
41527750,10,1008,2,2.93,2018/8/26 22:59
41528321,10,1008,2,2.8,2018/8/26 23:59
41528892,10,1008,2,2.82,2018/8/27 0:59
41529463,10,1008,2,2.74,2018/8/27 1:59
41530034,10,1008,2,2.9,2018/8/27 2:59
41530605,10,1008,2,2.62,2018/8/27 3:59
41531176,10,1008,2,2.77,2018/8/27 4:59
41531747,10,1008,2,2.64,2018/8/27 5:59
41532318,10,1008,2,2.73,2018/8/27 6:59
41532889,10,1008,2,3.92,2018/8/27 7:59
41533460,10,1008,2,5.13,2018/8/27 8:59
41534031,10,1008,2,8.7,2018/8/27 9:59
41534602,10,1008,2,8.67,2018/8/27 10:59
41535173,10,1008,2,8.22,2018/8/27 11:59
41535744,10,1008,2,7.71,2018/8/27 12:59
41536315,10,1008,2,7.43,2018/8/27 13:59
41536886,10,1008,2,8.38,2018/8/27 14:59
41537457,10,1008,2,8.2,2018/8/27 15:59
41538028,10,1008,2,7.17,2018/8/27 16:59
41538599,10,1008,2,6.67,2018/8/27 17:59
41539170,10,1008,2,4.88,2018/8/27 18:59
41539741,10,1008,2,4.35,2018/8/27 19:59
41540312,10,1008,2,4.53,2018/8/27 20:59
41540883,10,1008,2,4.31,2018/8/27 21:59
41541454,10,1008,2,2.71,2018/8/27 22:59
41542025,10,1008,2,2.6,2018/8/27 23:59
41542596,10,1008,2,2.59,2018/8/28 0:59
41543167,10,1008,2,2.64,2018/8/28 1:59
41543738,10,1008,2,2.59,2018/8/28 2:59
41544309,10,1008,2,2.45,2018/8/28 3:59
41544880,10,1008,2,2.63,2018/8/28 4:59
41545451,10,1008,2,2.49,2018/8/28 5:59
41546022,10,1008,2,2.62,2018/8/28 6:59
41546593,10,1008,2,3.64,2018/8/28 7:59
41547164,10,1008,2,6.15,2018/8/28 8:59
41547735,10,1008,2,8.38,2018/8/28 9:59
41548306,10,1008,2,8,2018/8/28 10:59
41548877,10,1008,2,7.17,2018/8/28 11:59
41549448,10,1008,2,5.68,2018/8/28 12:59
41550019,10,1008,2,6.42,2018/8/28 13:59
41550590,10,1008,2,6.47,2018/8/28 14:59
41551161,10,1008,2,6.84,2018/8/28 15:59
41551732,10,1008,2,7.08,2018/8/28 16:59
41552303,10,1008,2,5.9,2018/8/28 17:59
41552874,10,1008,2,4.83,2018/8/28 18:59
41553445,10,1008,2,4.6,2018/8/28 19:59
41554016,10,1008,2,4.13,2018/8/28 20:59
41554587,10,1008,2,3.72,2018/8/28 21:59
41555158,10,1008,2,2.68,2018/8/28 22:59
41555729,10,1008,2,2.41,2018/8/28 23:59
41556300,10,1008,2,2.54,2018/8/29 0:59
41556871,10,1008,2,2.47,2018/8/29 1:59
41557442,10,1008,2,2.52,2018/8/29 2:59
41558013,10,1008,2,2.41,2018/8/29 3:59
41558584,10,1008,2,2.48,2018/8/29 4:59
41559155,10,1008,2,2.43,2018/8/29 5:59
41559726,10,1008,2,2.35,2018/8/29 6:59
41560297,10,1008,2,3.34,2018/8/29 7:59
41560868,10,1008,2,4.87,2018/8/29 8:59
41561439,10,1008,2,8.84,2018/8/29 9:59
41562010,10,1008,2,8.02,2018/8/29 10:59
41562581,10,1008,2,7.35,2018/8/29 11:59
41563152,10,1008,2,7.33,2018/8/29 12:59
41563723,10,1008,2,7.14,2018/8/29 13:59
41564294,10,1008,2,8.18,2018/8/29 14:59
41564865,10,1008,2,8.76,2018/8/29 15:59
41565436,10,1008,2,7.34,2018/8/29 16:59
41566007,10,1008,2,6.78,2018/8/29 17:59
41566578,10,1008,2,5.64,2018/8/29 18:59
41567149,10,1008,2,4.54,2018/8/29 19:59
41567720,10,1008,2,4.49,2018/8/29 20:59
41568291,10,1008,2,5.45,2018/8/29 21:59
41568862,10,1008,2,3.05,2018/8/29 22:59
41569433,10,1008,2,2.75,2018/8/29 23:59
41570004,10,1008,2,2.61,2018/8/30 0:59
41570575,10,1008,2,2.62,2018/8/30 1:59
41571146,10,1008,2,2.63,2018/8/30 2:59
41571717,10,1008,2,2.59,2018/8/30 3:59
41572288,10,1008,2,2.54,2018/8/30 4:59
41572859,10,1008,2,2.74,2018/8/30 5:59
41573430,10,1008,2,2.57,2018/8/30 6:59
41574001,10,1008,2,3.98,2018/8/30 7:59
41574572,10,1008,2,5.64,2018/8/30 8:59
41575143,10,1008,2,9.46,2018/8/30 9:59
41575714,10,1008,2,8.54,2018/8/30 10:59
41576285,10,1008,2,8.04,2018/8/30 11:59
41576856,10,1008,2,8.46,2018/8/30 12:59
41577427,10,1008,2,8.27,2018/8/30 13:59
41577998,10,1008,2,8.48,2018/8/30 14:59
41578569,10,1008,2,7.5,2018/8/30 15:59
41579140,10,1008,2,7.65,2018/8/30 16:59
41579711,10,1008,2,7.86,2018/8/30 17:59
41580282,10,1008,2,4.92,2018/8/30 18:59
41580853,10,1008,2,4.33,2018/8/30 19:59
41581424,10,1008,2,4.43,2018/8/30 20:59
41581995,10,1008,2,4.57,2018/8/30 21:59
41582566,10,1008,2,3.01,2018/8/30 22:59
41583137,10,1008,2,2.64,2018/8/30 23:59
41583708,10,1008,2,2.61,2018/8/31 0:59
41584279,10,1008,2,2.66,2018/8/31 1:59
41584850,10,1008,2,2.5,2018/8/31 2:59
41585421,10,1008,2,2.79,2018/8/31 3:59
41585992,10,1008,2,2.72,2018/8/31 4:59
41586563,10,1008,2,2.64,2018/8/31 5:59
41587134,10,1008,2,2.97,2018/8/31 6:59
41587705,10,1008,2,3.8,2018/8/31 7:59
41588276,10,1008,2,5.81,2018/8/31 8:59
41588847,10,1008,2,8.99,2018/8/31 9:59
41589418,10,1008,2,7.66,2018/8/31 10:59
41589989,10,1008,2,7.04,2018/8/31 11:59
41590560,10,1008,2,6.92,2018/8/31 12:59
41591131,10,1008,2,8.75,2018/8/31 13:59
41591702,10,1008,2,8.26,2018/8/31 14:59
41592273,10,1008,2,8.98,2018/8/31 15:59
41592844,10,1008,2,7.04,2018/8/31 16:59
41593415,10,1008,2,6.21,2018/8/31 17:59
41593986,10,1008,2,5.26,2018/8/31 18:59
41594557,10,1008,2,5.26,2018/8/31 19:59
41595128,10,1008,2,4.82,2018/8/31 20:59
41595699,10,1008,2,5.05,2018/8/31 21:59
41596270,10,1008,2,3.52,2018/8/31 22:59
41596841,10,1008,2,2.8,2018/8/31 23:59
41597412,10,1008,2,2.85,2018/9/1 0:59
41597983,10,1008,2,2.82,2018/9/1 1:59
41598554,10,1008,2,2.6,2018/9/1 2:59
41599125,10,1008,2,2.8,2018/9/1 3:59
41599696,10,1008,2,2.71,2018/9/1 4:59
41600267,10,1008,2,2.76,2018/9/1 5:59
41600838,10,1008,2,2.7,2018/9/1 6:59
41601409,10,1008,2,4.1,2018/9/1 7:59
41601980,10,1008,2,4.47,2018/9/1 8:59
41602551,10,1008,2,5.52,2018/9/1 9:59
41603122,10,1008,2,5.93,2018/9/1 10:59
41603693,10,1008,2,5.29,2018/9/1 11:59
41604264,10,1008,2,5.43,2018/9/1 12:59
41604835,10,1008,2,5.08,2018/9/1 13:59
41605406,10,1008,2,6.08,2018/9/1 14:59
41605977,10,1008,2,6.28,2018/9/1 15:59
41606548,10,1008,2,5.65,2018/9/1 16:59
41607119,10,1008,2,5.04,2018/9/1 17:59
41607690,10,1008,2,4.18,2018/9/1 18:59
41608261,10,1008,2,3.85,2018/9/1 19:59
41608832,10,1008,2,4.02,2018/9/1 20:59
41609403,10,1008,2,4.09,2018/9/1 21:59
41609974,10,1008,2,3.38,2018/9/1 22:59
41610545,10,1008,2,2.99,2018/9/1 23:59
41611116,10,1008,2,2.7,2018/9/2 0:59
41611687,10,1008,2,2.61,2018/9/2 1:59
41612258,10,1008,2,2.6,2018/9/2 2:59
41612829,10,1008,2,2.71,2018/9/2 3:59
41613400,10,1008,2,2.86,2018/9/2 4:59
41613971,10,1008,2,2.95,2018/9/2 5:59
41614542,10,1008,2,2.88,2018/9/2 6:59
41615113,10,1008,2,3.94,2018/9/2 7:59
41615684,10,1008,2,5.22,2018/9/2 8:59
41616255,10,1008,2,5.64,2018/9/2 9:59
41616826,10,1008,2,6.11,2018/9/2 10:59
41617397,10,1008,2,6.32,2018/9/2 11:59
41617968,10,1008,2,6.24,2018/9/2 12:59
41618539,10,1008,2,6.51,2018/9/2 13:59
41619110,10,1008,2,6.04,2018/9/2 14:59
41619681,10,1008,2,5.87,2018/9/2 15:59
41620252,10,1008,2,5.35,2018/9/2 16:59
41620823,10,1008,2,5.32,2018/9/2 17:59
41621394,10,1008,2,4.86,2018/9/2 18:59
41621965,10,1008,2,5.65,2018/9/2 19:59
41622536,10,1008,2,4.15,2018/9/2 20:59
41623107,10,1008,2,4.37,2018/9/2 21:59
41623678,10,1008,2,3,2018/9/2 22:59
41624249,10,1008,2,2.82,2018/9/2 23:59
41624820,10,1008,2,2.83,2018/9/3 0:59
41625391,10,1008,2,2.58,2018/9/3 1:59
41625962,10,1008,2,2.54,2018/9/3 2:59
41626533,10,1008,2,2.51,2018/9/3 3:59
41627104,10,1008,2,2.77,2018/9/3 4:59
41627675,10,1008,2,2.86,2018/9/3 5:59
41628246,10,1008,2,3.98,2018/9/3 6:59
41628817,10,1008,2,4.17,2018/9/3 7:59
41629388,10,1008,2,6.97,2018/9/3 8:59
41629959,10,1008,2,10.78,2018/9/3 9:59
41630530,10,1008,2,9.56,2018/9/3 10:59
41631101,10,1008,2,9.45,2018/9/3 11:59
41631672,10,1008,2,9.38,2018/9/3 12:59
41632243,10,1008,2,9.58,2018/9/3 13:59
41632814,10,1008,2,9.67,2018/9/3 14:59
41633385,10,1008,2,9.61,2018/9/3 15:59
41633956,10,1008,2,9.3,2018/9/3 16:59
41634527,10,1008,2,7.98,2018/9/3 17:59
41635098,10,1008,2,6.55,2018/9/3 18:59
41635669,10,1008,2,6.13,2018/9/3 19:59
41636240,10,1008,2,5.29,2018/9/3 20:59
41636811,10,1008,2,5.49,2018/9/3 21:59
41637382,10,1008,2,2.93,2018/9/3 22:59
41637953,10,1008,2,2.79,2018/9/3 23:59
41638524,10,1008,2,2.73,2018/9/4 0:59
41639095,10,1008,2,2.67,2018/9/4 1:59
41639666,10,1008,2,2.69,2018/9/4 2:59
41640237,10,1008,2,2.68,2018/9/4 3:59
41640808,10,1008,2,2.77,2018/9/4 4:59
41641379,10,1008,2,2.62,2018/9/4 5:59
41641950,10,1008,2,2.64,2018/9/4 6:59
41642521,10,1008,2,4.3,2018/9/4 7:59
41643092,10,1008,2,7.26,2018/9/4 8:59
41643663,10,1008,2,10.25,2018/9/4 9:59
41644234,10,1008,2,9.23,2018/9/4 10:59
41644805,10,1008,2,8.98,2018/9/4 11:59
41645376,10,1008,2,8.94,2018/9/4 12:59
41645947,10,1008,2,10.2,2018/9/4 13:59
41646518,10,1008,2,10.22,2018/9/4 14:59
41647089,10,1008,2,9.68,2018/9/4 15:59
41647660,10,1008,2,9.19,2018/9/4 16:59
41648231,10,1008,2,7.25,2018/9/4 17:59
41648802,10,1008,2,5.84,2018/9/4 18:59
41649373,10,1008,2,6.21,2018/9/4 19:59
41649944,10,1008,2,4.12,2018/9/4 20:59
41650515,10,1008,2,4.76,2018/9/4 21:59
41651086,10,1008,2,3.7,2018/9/4 22:59
41651657,10,1008,2,3.2,2018/9/4 23:59
41652228,10,1008,2,2.63,2018/9/5 0:59
41652799,10,1008,2,2.57,2018/9/5 1:59
41653370,10,1008,2,2.62,2018/9/5 2:59
41653941,10,1008,2,2.65,2018/9/5 3:59
41654512,10,1008,2,2.56,2018/9/5 4:59
41655083,10,1008,2,2.63,2018/9/5 5:59
41655654,10,1008,2,2.88,2018/9/5 6:59
41656225,10,1008,2,5.12,2018/9/5 7:59
41656796,10,1008,2,5.32,2018/9/5 8:59
41657367,10,1008,2,10.12,2018/9/5 9:59
41657938,10,1008,2,8.71,2018/9/5 10:59
41658509,10,1008,2,8.89,2018/9/5 11:59
41659080,10,1008,2,7.82,2018/9/5 12:59
41659651,10,1008,2,8.37,2018/9/5 13:59
41660222,10,1008,2,9.26,2018/9/5 14:59
41660793,10,1008,2,10.06,2018/9/5 15:59
41661364,10,1008,2,8.7,2018/9/5 16:59
41661935,10,1008,2,7.68,2018/9/5 17:59
41662506,10,1008,2,6.31,2018/9/5 18:59
41663077,10,1008,2,5.3,2018/9/5 19:59
41663648,10,1008,2,4.42,2018/9/5 20:59
41664219,10,1008,2,5.75,2018/9/5 21:59
41664790,10,1008,2,3.41,2018/9/5 22:59
41665361,10,1008,2,2.82,2018/9/5 23:59
41665932,10,1008,2,2.81,2018/9/6 0:59
41666503,10,1008,2,2.77,2018/9/6 1:59
41667074,10,1008,2,2.72,2018/9/6 2:59
41667645,10,1008,2,2.82,2018/9/6 3:59
41668216,10,1008,2,2.72,2018/9/6 4:59
41668787,10,1008,2,2.82,2018/9/6 5:59
41669358,10,1008,2,2.62,2018/9/6 6:59
