Time,Temperature,Rain,Humidity,WindDirection,WindPower
2018/4/7 0:00,11,0,33,5,0
2018/4/7 1:00,11,0,34,0,1
2018/4/7 2:00,10,0,52,1,1
2018/4/7 3:00,9,0,53,5,1
2018/4/7 4:00,9,0,58,5,0
2018/4/7 5:00,8,0,56,4,1
2018/4/7 6:00,8,0,50,4,0
2018/4/7 7:00,8,0,40,6,1
2018/4/7 8:00,9,0,31,5,1
2018/4/7 9:00,11,0,25,1,1
2018/4/7 10:00,12,0,22,4,1
2018/4/7 11:00,13,0,23,4,1
2018/4/7 12:00,13,0,18,3,1
2018/4/7 13:00,14,0,21,4,2
2018/4/7 14:00,15,0,18,4,1
2018/4/7 15:00,14,0,21,6,1
2018/4/7 16:00,14,0,19,7,1
2018/4/7 17:00,13,0,20,3,1
2018/4/7 18:00,12,0,23,5,1
2018/4/7 19:00,12,0,27,5,0
2018/4/7 20:00,11,0,29,8,0
2018/4/7 21:00,11,0,32,3,0
2018/4/7 22:00,10,0,34,3,0
2018/4/7 23:00,10,0,35,3,0
2018/4/8 0:00,9,0,40,3,0
