Time,Temperature,Rain,Humidity,WindDirection,WindPower
2018-04-08 00:00:00,6,0.0,66,3,0
2018-04-08 01:00:00,6,0.0,69,3,0
2018-04-08 02:00:00,6,0.0,69,6,1
2018-04-08 03:00:00,5,0.0,73,3,0
2018-04-08 04:00:00,4,0.0,83,3,0
2018-04-08 05:00:00,5,0.0,78,3,0
2018-04-08 06:00:00,8,0.0,64,2,1
2018-04-08 07:00:00,10,0.0,62,2,2
2018-04-08 08:00:00,12,0.0,54,2,2
2018-04-08 09:00:00,15,0.0,41,2,3
2018-04-08 10:00:00,16,0.0,33,3,2
2018-04-08 11:00:00,17,0.0,26,2,3
2018-04-08 12:00:00,19,0.0,28,3,2
2018-04-08 13:00:00,19,0.0,25,2,2
2018-04-08 14:00:00,21,0.0,28,2,3
2018-04-08 15:00:00,21,0.0,25,2,2
2018-04-08 16:00:00,21,0.0,24,3,2
2018-04-08 17:00:00,20,0.0,30,2,2
2018-04-08 18:00:00,17,0.0,42,2,2
2018-04-08 19:00:00,16,0.0,55,2,2
2018-04-08 20:00:00,15,0.0,65,3,1
2018-04-08 21:00:00,13,0.0,74,4,1
2018-04-08 22:00:00,14,0.0,76,2,1
2018-04-08 23:00:00,13,0.0,79,4,1
2018-04-09 00:00:00,12,0.0,85,2,0
