Time,Value,Week,1DayAgoValue,1HourAgoValue
2018-04-02 11:00:00,14.0,0,4.992000000085682,13.0
2018-04-02 12:00:00,13.0,0,6.015999999945052,14.0
2018-04-02 13:00:00,13.0,0,7.413000000058673,13.0
2018-04-02 14:00:00,14.0,0,5.0,13.0
2018-04-02 15:00:00,13.0,0,5.570999999996275,14.0
2018-04-02 16:00:00,13.570999999996275,0,6.015999999945052,13.0
2018-04-02 17:00:00,13.429000000003725,0,6.016000000061467,13.570999999996275
2018-04-02 18:00:00,11.595000000088476,0,6.975999999907799,13.429000000003725
2018-04-02 19:00:00,14.975999999907799,0,6.016000000177883,11.595000000088476
2018-04-02 20:00:00,13.429000000003725,0,6.404999999911524,14.975999999907799
2018-04-02 21:00:00,13.0,0,6.0,13.429000000003725
2018-04-02 22:00:00,13.0,0,5.578999999910593,13.0
2018-04-02 23:00:00,11.578999999910593,0,4.421000000089407,13.0
2018-04-03 00:00:00,9.024000000092201,1,3.578999999910593,11.578999999910593
2018-04-03 01:00:00,14.396999999997206,1,4.421000000089407,9.024000000092201
2018-04-03 02:00:00,11.0,1,3.578999999910593,14.396999999997206
2018-04-03 03:00:00,11.595000000088476,1,4.421000000089407,11.0
2018-04-03 04:00:00,11.007999999914318,1,3.578999999910593,11.595000000088476
2018-04-03 05:00:00,11.96799999999348,1,3.0080000000307336,11.007999999914318
2018-04-03 06:00:00,11.007999999914318,1,4.413000000058673,11.96799999999348
2018-04-03 07:00:00,12.421000000089407,1,5.0,11.007999999914318
2018-04-03 08:00:00,12.603000000002794,1,5.0,12.421000000089407
2018-04-03 09:00:00,14.396999999997206,1,6.0,12.603000000002794
2018-04-03 10:00:00,13.570999999996275,1,13.0,14.396999999997206
2018-04-03 11:00:00,13.429000000003725,1,14.0,13.570999999996275
2018-04-03 12:00:00,13.578999999910593,1,13.0,13.429000000003725
2018-04-03 13:00:00,12.992000000085682,1,13.0,13.578999999910593
2018-04-03 14:00:00,14.015999999945052,1,14.0,12.992000000085682
2018-04-03 15:00:00,12.991999999969266,1,13.0,14.015999999945052
2018-04-03 16:00:00,14.016000000177883,1,13.570999999996275,12.991999999969266
2018-04-03 17:00:00,14.404999999911524,1,13.429000000003725,14.016000000177883
2018-04-03 18:00:00,13.0,1,11.595000000088476,14.404999999911524
2018-04-03 19:00:00,12.595000000088476,1,14.975999999907799,13.0
2018-04-03 20:00:00,14.404999999911524,1,13.429000000003725,12.595000000088476
2018-04-03 21:00:00,12.603000000002794,1,13.0,14.404999999911524
2018-04-03 22:00:00,6.975999999907799,1,13.0,12.603000000002794
2018-04-03 23:00:00,4.421000000089407,1,11.578999999910593,6.975999999907799
2018-04-04 00:00:00,3.578999999910593,2,9.024000000092201,4.421000000089407
2018-04-04 01:00:00,4.421000000089407,2,14.396999999997206,3.578999999910593
2018-04-04 02:00:00,3.578999999910593,2,11.0,4.421000000089407
2018-04-04 03:00:00,4.421000000089407,2,11.595000000088476,3.578999999910593
2018-04-04 04:00:00,3.578999999910593,2,11.007999999914318,4.421000000089407
2018-04-04 05:00:00,4.421000000089407,2,11.96799999999348,3.578999999910593
2018-04-04 06:00:00,3.578999999910593,2,11.007999999914318,4.421000000089407
2018-04-04 07:00:00,4.421000000089407,2,12.421000000089407,3.578999999910593
2018-04-04 08:00:00,6.0,2,12.603000000002794,4.421000000089407
2018-04-04 09:00:00,5.578999999910593,2,14.396999999997206,6.0
2018-04-04 10:00:00,6.016000000177883,2,13.570999999996275,5.578999999910593
2018-04-04 11:00:00,6.975999999907799,2,13.429000000003725,6.016000000177883
2018-04-04 12:00:00,6.015999999945052,2,13.578999999910593,6.975999999907799
2018-04-04 13:00:00,6.016000000061467,2,12.992000000085682,6.015999999945052
2018-04-04 14:00:00,6.975999999907799,2,14.015999999945052,6.016000000061467
2018-04-04 15:00:00,7.421000000089407,2,12.991999999969266,6.975999999907799
2018-04-04 16:00:00,5.570999999996275,2,14.016000000177883,7.421000000089407
2018-04-04 17:00:00,6.015999999945052,2,14.404999999911524,5.570999999996275
2018-04-04 18:00:00,4.413000000058673,2,13.0,6.015999999945052
2018-04-04 19:00:00,10.0,2,12.595000000088476,4.413000000058673
2018-04-04 20:00:00,6.0,2,14.404999999911524,10.0
2018-04-04 21:00:00,5.570999999996275,2,12.603000000002794,6.0
2018-04-04 22:00:00,6.015999999945052,2,6.975999999907799,5.570999999996275
2018-04-04 23:00:00,4.413000000058673,2,4.421000000089407,6.015999999945052
2018-04-05 00:00:00,5.0,3,3.578999999910593,4.413000000058673
2018-04-05 01:00:00,3.578999999910593,3,4.421000000089407,5.0
2018-04-05 02:00:00,4.421000000089407,3,3.578999999910593,3.578999999910593
2018-04-05 03:00:00,3.578999999910593,3,4.421000000089407,4.421000000089407
2018-04-05 04:00:00,4.992000000085682,3,3.578999999910593,3.578999999910593
2018-04-05 05:00:00,4.429000000003725,3,4.421000000089407,4.992000000085682
2018-04-05 06:00:00,3.5709999999962747,3,3.578999999910593,4.429000000003725
2018-04-05 07:00:00,4.032000000006519,3,4.421000000089407,3.5709999999962747
2018-04-05 08:00:00,6.975999999907799,3,6.0,4.032000000006519
