AH_AnalogNo,AH_Time,AH_Value
19534,2017-01-04 12:01:59.000,776343.429
19534,2017-01-04 12:06:57.000,776344
19534,2017-01-04 12:11:57.000,776345.024
19534,2017-01-04 12:16:59.000,776346.429
19534,2017-01-04 12:21:56.000,776347.008
19534,2017-01-04 12:26:56.000,776348.032
19534,2017-01-04 12:31:56.000,776349.429
19534,2017-01-04 12:36:58.000,776350.016
19534,2017-01-04 12:41:59.000,776351.429
19534,2017-01-04 12:46:58.000,776352
19534,2017-01-04 12:56:56.000,776355.008
19534,2017-01-04 13:01:55.000,776356.429
19534,2017-01-04 13:06:59.000,776358.016
19534,2017-01-04 13:11:58.000,776359.429
19534,2017-01-04 13:16:57.000,776360
19534,2017-01-04 13:21:57.000,776361.024
19534,2017-01-04 13:26:56.000,776362.429
19534,2017-01-04 13:31:55.000,776364.032
19534,2017-01-04 13:36:59.000,776365.429
19534,2017-01-04 13:41:58.000,776366.016
19534,2017-01-04 13:46:58.000,776368
19534,2017-01-04 13:51:58.000,776369.024
19534,2017-01-04 13:56:58.000,776370.429
19534,2017-01-04 14:01:58.000,776371.008
19534,2017-01-04 14:06:55.000,776372.429
19534,2017-01-04 14:11:57.000,776373.429
19534,2017-01-04 14:16:59.000,776375.429
19534,2017-01-04 14:21:59.000,776376
19534,2017-01-04 14:26:58.000,776377.024
19534,2017-01-04 14:31:59.000,776378.429
19534,2017-01-04 14:36:58.000,776379.008
19534,2017-01-04 14:41:59.000,776381.429
19534,2017-01-04 14:46:59.000,776382.016
19534,2017-01-04 14:51:58.000,776383.429
19534,2017-01-04 14:56:59.000,776384
19534,2017-01-04 15:01:59.000,776385.024
19534,2017-01-04 15:06:58.000,776387.008
19534,2017-01-04 15:11:58.000,776388.429
19534,2017-01-04 15:16:58.000,776389.429
19534,2017-01-04 15:22:00.000,776390.016
19534,2017-01-04 15:26:58.000,776391.429
19534,2017-01-04 15:31:59.000,776392
19534,2017-01-04 15:36:57.000,776393.024
19534,2017-01-04 15:42:00.000,776394.429
19534,2017-01-04 15:46:59.000,776396.032
19534,2017-01-04 15:51:58.000,776397.429
19534,2017-01-04 15:56:58.000,776398.016
19534,2017-01-04 16:02:00.000,776399.429
