Time,Temperature,Rain,Humidity,WindDirection,WindPower
2018-04-03 00:00:00,19,0.0,95,1,1
2018-04-03 01:00:00,19,0.0,94,2,1
2018-04-03 02:00:00,19,0.0,94,1,1
2018-04-03 03:00:00,19,0.0,97,1,2
2018-04-03 04:00:00,19,0.0,95,1,1
2018-04-03 05:00:00,18,0.0,95,1,1
2018-04-03 06:00:00,17,0.0,97,7,1
2018-04-03 07:00:00,17,0.0,98,1,1
2018-04-03 08:00:00,21,0.0,89,0,2
2018-04-03 09:00:00,24,0.0,78,1,2
2018-04-03 10:00:00,26,0.0,68,1,2
2018-04-03 11:00:00,27,0.0,64,1,2
2018-04-03 12:00:00,28,0.0,58,3,1
2018-04-03 13:00:00,29,0.0,54,1,2
2018-04-03 14:00:00,30,0.0,50,0,2
2018-04-03 15:00:00,31,0.0,45,2,1
2018-04-03 16:00:00,31,0.0,43,1,2
2018-04-03 17:00:00,31,0.0,38,2,1
2018-04-03 18:00:00,30,0.0,52,1,0
2018-04-03 19:00:00,25,0.0,71,1,0
2018-04-03 20:00:00,23,0.0,78,1,1
2018-04-03 21:00:00,22,0.0,86,0,0
2018-04-03 22:00:00,21,0.0,87,1,0
2018-04-03 23:00:00,22,0.0,77,7,3
2018-04-04 00:00:00,21,0.0,74,7,3
