Time,Temperature,Rain,Humidity,WindDirection,WindPower
2018-04-02 00:00:00,18,0.0,96,8,0
2018-04-02 01:00:00,18,0.0,96,6,1
2018-04-02 02:00:00,18,0.0,96,2,0
2018-04-02 03:00:00,18,0.0,96,2,0
2018-04-02 04:00:00,18,0.1,97,2,0
2018-04-02 05:00:00,18,0.3,97,2,0
2018-04-02 06:00:00,18,0.1,97,2,0
2018-04-02 07:00:00,18,0.0,98,6,2
2018-04-02 08:00:00,20,0.0,97,2,1
2018-04-02 09:00:00,23,0.0,75,1,1
2018-04-02 10:00:00,25,0.0,65,2,0
2018-04-02 11:00:00,27,0.0,60,3,2
2018-04-02 12:00:00,27,0.0,61,2,2
2018-04-02 13:00:00,28,0.0,56,4,2
2018-04-02 14:00:00,29,0.0,51,2,1
2018-04-02 15:00:00,28,0.0,52,2,1
2018-04-02 16:00:00,28,0.0,55,2,2
2018-04-02 17:00:00,28,0.0,54,3,2
2018-04-02 18:00:00,27,0.0,60,2,1
2018-04-02 19:00:00,24,0.0,79,2,0
2018-04-02 20:00:00,22,0.0,85,1,0
2018-04-02 21:00:00,21,0.0,91,2,0
2018-04-02 22:00:00,20,0.0,91,2,0
2018-04-02 23:00:00,19,0.0,94,1,0
2018-04-03 00:00:00,19,0.0,95,1,1
